scale_id	country	kind	label	year	N	N_display	orientation	cohort_scaled	source
pooled	US	test	SAT, ACT	2023	3371676	3.37M	high	no	2019 SAT/ACT union: 2,220,087 + 1,914,817 - 763,228 dual sitters
